target,(1+2) EA_{r/2,2r},(1+2) EA_>0,(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
9475,52701.34,32082.97,31119.79,29180.5,31673.11,24917.91,126513.68,135141.38,108870.61,110443.57,114055.71,111740.76,108880.79,108770.78,22612.73,,
9476,52767.83,32110.47,31150.92,29209.29,31701.43,24938.9,126611.82,135197.16,108931.42,110498.85,114114.85,111814.14,108933.27,108826.98,22628.34,,
9477,52831.12,32142.98,31175.95,29238.59,31725.56,24955.12,126716.38,135257.29,108982.44,110553.98,114172.78,111880.34,108990.66,108886.21,22648.71,,
9478,52892.96,32169.33,31204.91,29262.43,31758.57,24973.61,126811.33,135317.86,109045.36,110609.96,114228.21,111939.04,109043.87,108940.8,22667.99,,
9479,52956.3,32199.91,31239.68,29287.78,31787.18,24995.77,126897.53,135378.97,109100.71,110665.28,114282.66,112000.86,109102.75,108994.81,22691.24,,
9480,53021.13,32237.64,31267.86,29311.69,31814.84,25012.66,126987.91,135439.47,109154.31,110730.22,114349.48,112058.24,109162.25,109050.68,22707.53,,
9481,53089.13,32276.32,31294.11,29334,31843.9,25031.11,127075.93,135497,109209.33,110795.03,114406.3,112132.6,109218.02,109108.44,22727.82,,
9482,53160,32309.09,31324.8,29359.75,31869.12,25051.63,127173.61,135551.15,109265.15,110860.65,114471.82,112200.75,109278.08,109162.6,22745.55,,
9483,53221.07,32333.29,31351.35,29380.33,31893.92,25070.63,127266.17,135610.32,109323.97,110923.52,114521.24,112271.43,109338.58,109216.15,22763.21,,
9484,53287.72,32363.79,31378.74,29404.31,31922,25090.84,127359.12,135665.44,109379.51,110980.2,114585.81,112335.96,109401.42,109268.67,22784.09,,
9485,53357.1,32392.91,31409.82,29428.99,31945.18,25110.63,127457.58,135722.59,109434.2,111046.36,114640.49,112400.73,109461.11,109326.15,22800.91,,
9486,53418.62,32425.7,31442.97,29453.27,31972.59,25131.38,127535.5,135782.84,109491.2,111108.64,114698.84,112456.44,109526.77,109384.07,22820.96,,
9487,53497.62,32459.37,31467.11,29477.77,31996.68,25150.43,127634.78,135837.04,109545.48,111176.81,114756.08,112522.36,109586.65,109433.13,22840.35,,
9488,53565.84,32492.79,31494.72,29501.99,32026.4,25167.96,127735.77,135891.11,109601.66,111236.66,114810.45,112579.67,109644.12,109490.01,22858.8,,
9489,53628.31,32521.84,31524.85,29530.67,32054.85,25189.86,127834.44,135950.28,109656.5,111301.83,114868.22,112639.56,109702.63,109543.01,22878.44,,
9490,53697.3,32555.56,31552.16,29553.06,32085.34,25210.83,127930.53,136003.52,109710.27,111356.76,114927.39,112701.57,109762.58,109601.49,22902.37,,
9491,53761.25,32582.79,31577.22,29580.95,32117.77,25229.39,128026.63,136059.04,109765.82,111418.44,114980.71,112762.83,109833.77,109654.47,22921.32,,
9492,53831.22,32613.59,31602.63,29603.34,32143.73,25248,128122.19,136120.5,109822.51,111479.52,115044.1,112838.09,109889.48,109708.62,22941.75,,
9493,53903.4,32649.15,31630.89,29627.05,32176.37,25267.52,128211.22,136183.98,109877.85,111531.38,115105.09,112910.15,109950.86,109764.06,22961.14,,
9494,53976.19,32678.48,31657.38,29656.09,32206.15,25285.54,128314.78,136243.45,109934.62,111591.07,115160.65,112973.83,110015.35,109817.1,22980.69,,
9495,54042.73,32705.98,31689.6,29680.25,32237.78,25308.26,128402.03,136306.71,109990.4,111649.23,115214.53,113048.19,110074.65,109872.25,23000.58,,
9496,54108.82,32740.74,31720.93,29709.79,32267.57,25326.66,128516.02,136364.81,110044.86,111710.79,115274.39,113117.49,110141.59,109927.79,23018.77,,
9497,54176.17,32768.39,31748.3,29733.76,32296.58,25346.88,128611.88,136422.8,110101.7,111768.02,115330.52,113187.5,110202.64,109984.89,23040.25,,
9498,54259.26,32801.61,31774.81,29757.7,32325.83,25366.73,128712.89,136482.03,110152.24,111830.7,115389.79,113249.15,110254.74,110044.61,23060.48,,
9499,54332.7,32833.73,31800.76,29779.76,32353.84,25388.11,128796.72,136541.14,110203.73,111887.36,115448.52,113312.71,110316.09,110099.41,23080.88,,
9500,54401.02,32866.77,31826.75,29804.02,32378.26,25409.34,128889.12,136603.64,110261.33,111942.65,115506.31,113367.73,110375.57,110151.11,23102.31,,
9501,54468.45,32900.87,31856.6,29829.94,32405.18,25429.55,128980.46,136659.02,110313.75,111999.98,115556.27,113431.31,110439.11,110208.23,23120.31,,
9502,54532.36,32928.95,31881.02,29853.61,32428.23,25450.35,129081.27,136716.07,110367.45,112055.96,115613.43,113497.76,110497.21,110264.6,23144.26,,
9503,54603.26,32962.58,31907.45,29885.57,32458.61,25473.74,129174.17,136783.47,110419.58,112112.48,115675.82,113557.25,110553.43,110315.19,23163.07,,
9504,54676.28,32995.22,31931.59,29913.21,32488.7,25493.07,129274.74,136842.96,110472.79,112173.24,115739.9,113625.63,110610.51,110370.28,23184.36,,
9505,54737.79,33027.62,31959.48,29942.94,32513.97,25515.95,129366.94,136907.97,110533.53,112235.19,115803.29,113688.82,110678.45,110430.12,23200.8,,
9506,54807.87,33058.35,31984.97,29966.13,32540.68,25533.3,129465.82,136968.07,110582.86,112297.72,115862.01,113770.57,110743.9,110483.99,23220.27,,
9507,54871.77,33088.7,32011.1,29990.49,32568.56,25553.92,129564.32,137032.02,110641.63,112356.58,115917.34,113830.98,110803.25,110535.05,23239.04,,
9508,54941.14,33121.65,32041.34,30014.16,32593.51,25573.13,129659.64,137093,110695.63,112419.48,115982.11,113897.2,110856.04,110594.33,23259.13,,
9509,55015.62,33158.39,32068.13,30037.51,32623.72,25593.07,129760.99,137156.54,110757.14,112481.63,116035.94,113972.32,110914,110649.44,23282.42,,
9510,55086.48,33196.89,32096.89,30061.53,32651.05,25618.42,129868.02,137218.91,110809.34,112541.18,116096.06,114037.19,110968.64,110702.57,23301.78,,
9511,55172.88,33229.72,32129.84,30087.91,32678.15,25640.63,129984.07,137276.21,110868.38,112595.07,116148.26,114100.83,111032.64,110759.31,23320.37,,
9512,55247.42,33260.35,32157.21,30113.13,32705.39,25662.44,130095.86,137342.64,110924.86,112658.59,116212.18,114164.07,111096.94,110812.92,23340.24,,
9513,55327.03,33290.59,32187.58,30138.64,32731.96,25687.74,130202.46,137402.02,110982.16,112717.54,116272.18,114230.99,111161.43,110867.24,23360.41,,
9514,55405.35,33329.77,32217.84,30168.16,32756.53,25712.13,130313.5,137463.01,111038.96,112778.73,116328.78,114299.03,111229.58,110925.74,23381.66,,
9515,55482.72,33363.99,32247.26,30194.28,32789.19,25732.22,130404.69,137526.54,111086.66,112839.39,116387.19,114374.94,111291.08,110977.34,23403.04,,
9516,55544.83,33393.41,32271.37,30221.21,32822.66,25753.01,130510.31,137591.29,111146.24,112893.76,116445.98,114442.33,111368.6,111034.58,23422.68,,
9517,55627.68,33428.31,32302.91,30249.67,32852.87,25774.86,130616.97,137655.19,111207.71,112956.93,116509.5,114500.73,111427.77,111093.68,23440.1,,
9518,55687.31,33466.97,32337.77,30276.7,32882.31,25795.64,130726.24,137719.23,111259.95,113019.56,116565.44,114560.43,111494.64,111145.64,23461.05,,
9519,55767.42,33502.13,32368.98,30302.17,32912.07,25817.19,130818.21,137783.29,111316.28,113089.27,116620.32,114619.69,111553.84,111199.06,23478.54,,
9520,55841.88,33531.41,32397.53,30329.64,32942.75,25840.68,130918.47,137839.14,111372.52,113150.57,116688.68,114680.72,111613.83,111259.36,23502.6,,
9521,55918.92,33563.56,32426.01,30363.72,32967.45,25863.77,131026.95,137899.74,111426.11,113209.76,116742.8,114748.12,111672.52,111315.98,23523.66,,
9522,55991.55,33597.27,32457.29,30389.67,32996.4,25887.67,131132.68,137959.45,111481.14,113280.67,116801.37,114813.73,111738.2,111368.23,23539.59,,
9523,56066.21,33634.56,32489.13,30421.9,33032.96,25908.2,131238.09,138026,111539.9,113336.35,116860.25,114880.92,111793.36,111422.8,23562.58,,
9524,56132.88,33669.89,32522.77,30448.59,33063.76,25929.99,131345.99,138090.51,111599.44,113388.99,116926.06,114945.16,111850.99,111480.79,23581.42,,
9525,56199.03,33706.66,32552.51,30476.31,33096.34,25952.87,131455.74,138151.63,111652.47,113450.73,116990.9,115010.88,111921.65,111544.7,23602.51,,
9526,56278.29,33746.81,32577.32,30508.36,33124.26,25974.78,131562.03,138215.14,111705.42,113513.98,117053.33,115079.31,111983.69,111594.86,23624.83,,
9527,56344.55,33775.73,32607.48,30531.48,33153.15,25994.81,131679.91,138284.09,111762.62,113588.89,117111.66,115144.23,112046.08,111650.29,23647.13,,
9528,56422.73,33810.23,32636.94,30561.9,33183.18,26013,131786.58,138346.2,111820.72,113649.11,117172.74,115220.29,112108.7,111707.87,23673.39,,
9529,56485.95,33840.65,32669.95,30589.1,33214.16,26032.91,131882.3,138421.73,111874.63,113707.94,117225.03,115279.03,112174.22,111762.27,23695.68,,
9530,56578.52,33876.61,32697.29,30613.49,33242.95,26053.03,131983.13,138483.46,111931.25,113768.43,117286.63,115344.79,112232.9,111826.1,23718.82,,
9531,56659.11,33912.5,32728.51,30642.39,33277.88,26072.34,132091.93,138542.75,111991.51,113834.36,117350.36,115409.91,112295.82,111881.5,23739.03,,
9532,56737.26,33944.41,32758.87,30673.18,33307.59,26093.78,132211.41,138606.98,112046.62,113897.46,117408.3,115474.23,112354.7,111939.58,23758.67,,
9533,56807.48,33977.44,32788.15,30695.28,33342.95,26115.1,132313.23,138670.15,112100.71,113954.25,117470.61,115559.44,112414.67,111992.54,23775.93,,
9534,56883.08,34018.35,32818.47,30718.58,33369.62,26136.2,132411.38,138724.78,112155.87,114015.26,117534.16,115623.56,112484.13,112048.61,23798.57,,
9535,56952.91,34050.58,32846,30750.12,33399.38,26161.72,132517.83,138791.31,112210.73,114076.42,117587.08,115696.64,112552.05,112108.57,23820.25,,
9536,57034.75,34088.42,32879.35,30775.87,33426.3,26180.96,132631.14,138859.2,112264.71,114137.14,117642.86,115761.21,112610.65,112164.33,23837.92,,
9537,57100.34,34125.72,32909.27,30804.7,33459.57,26202.34,132730.44,138923,112321.8,114198.54,117709.24,115830.06,112675.44,112221.91,23859.27,,
9538,57181.97,34160.06,32937.54,30832.09,33491.89,26225.86,132828.5,138988.42,112377.96,114254.9,117766.48,115899.12,112746.84,112270.76,23878.16,,
9539,57267.04,34201.22,32966.35,30859.86,33526.49,26247.89,132942.56,139055.26,112434.77,114321.02,117834.36,115967.33,112807.92,112329.46,23900.53,,
9540,57345.33,34237.16,33001.43,30889.07,33552.04,26270.65,133053.18,139115.19,112490.16,114385.48,117891.45,116041.46,112874.27,112386.09,23920.24,,
9541,57422.77,34270.57,33026.68,30912.86,33583.84,26293.49,133166.93,139179.91,112540.64,114442.87,117942.01,116121.52,112936.89,112440.58,23944.62,,
9542,57498.82,34308.47,33058.08,30944.32,33611.92,26317.74,133276.1,139245.43,112598.57,114504.08,118001.1,116185.67,112996.73,112500.06,23966.66,,
9543,57564.6,34347.33,33085.04,30967.39,33639.92,26341.39,133391.46,139304.86,112661.89,114565.24,118061.41,116256.82,113062.38,112556.92,23985.66,,
9544,57653.9,34381.02,33113.04,30996.52,33672.94,26365.29,133514.28,139369.06,112716.15,114623.92,118118.44,116323.72,113125.95,112616.84,24007.59,,
9545,57725.51,34413.03,33141.35,31021.38,33708.35,26385.63,133621.94,139438.09,112767.94,114685.44,118180.86,116407.67,113178.55,112673.47,24028.36,,
9546,57800.05,34442.68,33169.39,31050.14,33739.56,26406.95,133749.33,139499.71,112828.97,114748.82,118238.81,116471.01,113241.52,112732.94,24050,,
9547,57886.34,34475.06,33203.74,31080.56,33766.69,26430.11,133859.65,139563.74,112883.46,114810.25,118304.15,116535.37,113305.53,112788.17,24071.69,,
9548,57964.35,34503.67,33237.07,31111.41,33798.77,26454.66,133978.14,139630.26,112940.03,114874.24,118363.2,116606.45,113373.8,112843.21,24096.01,,
9549,58029.47,34544.79,33264.53,31133.14,33824.25,26473.47,134078.41,139693.19,112998.35,114937.99,118428.91,116676.52,113440.43,112905.26,24115.71,,
9550,58109.01,34577.06,33295.63,31160.38,33854.6,26496.95,134192.51,139757.44,113052.92,115010.16,118483.29,116743.98,113499.03,112958.55,24139.31,,
9551,58181.54,34612.34,33328.73,31192.25,33891.77,26521.11,134285.09,139827.21,113112.37,115074.17,118549.11,116800.42,113568.75,113015.99,24160.46,,
9552,58272.92,34651.35,33359.47,31224.22,33917.3,26543.33,134393.75,139896.21,113172.42,115143.37,118610.28,116868.37,113634.08,113069.66,24182.24,,
9553,58352.42,34682.87,33388.43,31254.57,33945.48,26566.86,134490.65,139957.85,113229.72,115203.79,118671.74,116935.38,113701.2,113127.94,24206.51,,
9554,58441.09,34722.09,33419.74,31282.96,33981.27,26590.22,134587.96,140022.41,113286.45,115265.09,118727.7,117010.46,113761.95,113182.57,24228.48,,
9555,58516.75,34755.97,33448.55,31310.55,34012.07,26617.04,134693.44,140088.45,113343.96,115327.86,118792.69,117081.12,113826.43,113240.99,24251.65,,
9556,58595.54,34790.16,33482.99,31335.92,34047.01,26643.79,134814.17,140155.35,113397.76,115396.29,118856.24,117156.2,113898.52,113296.37,24276.64,,
9557,58679.69,34829.07,33510.28,31364.62,34082.38,26667.87,134928.89,140216.9,113453.21,115456.17,118916.52,117220.21,113957.45,113358.51,24300.3,,
9558,58759.94,34863.01,33539.54,31399.33,34118.95,26689.38,135027.24,140283.81,113511.85,115527.7,118987.53,117282.13,114026.38,113413.18,24324.9,,
9559,58851.21,34895.6,33572.74,31426.18,34153.34,26712.94,135137.2,140356.9,113568.54,115590.67,119052.37,117355.6,114088.86,113468.6,24346.91,,
9560,58922.92,34933.36,33600.38,31454.76,34185.04,26740.57,135241.61,140416.54,113625.79,115665.31,119109.83,117430.9,114156.06,113524.61,24369.73,,
9561,59006.86,34968.09,33634.13,31489.46,34220.36,26767.23,135359.63,140480.25,113685.16,115727.08,119171.51,117494.68,114217.34,113581.5,24391.94,,
9562,59083.87,34999.5,33665.41,31520.14,34249.39,26791.46,135468.42,140546.61,113740.78,115790.65,119227.15,117560.62,114286.7,113644.61,24415.87,,
9563,59162.6,35037.87,33695.17,31545.91,34284.03,26815.2,135575.83,140609.51,113793.03,115855.22,119291.63,117629.92,114351.46,113707.61,24440.24,,
9564,59248.13,35073.94,33726.69,31579.8,34318.75,26840.53,135688.44,140676.81,113847.42,115923.18,119352.1,117700.58,114412.59,113770.76,24465.28,,
9565,59326.54,35108.45,33758.46,31611.68,34347.01,26867.1,135781.51,140737.81,113904.76,115992.8,119413.05,117775.55,114471.38,113827.11,24485.76,,
9566,59396.28,35149.05,33787.87,31646.67,34376.07,26890.46,135889.02,140808.26,113964.94,116050.6,119470.96,117851.17,114543,113881.12,24510.34,,
9567,59484.55,35185.53,33818.73,31680.83,34407.23,26910.4,135989.14,140872.96,114025.47,116120.03,119526.83,117925.8,114605.88,113936.11,24534.64,,
9568,59560.44,35217.03,33849.58,31712.61,34438.16,26933.28,136095.03,140939.99,114083.12,116181.6,119592.64,117988.28,114672.02,113992.14,24559.36,,
9569,59664.74,35258.35,33876.64,31746.47,34472.13,26958.1,136216.45,141002.04,114138.55,116251.01,119648.33,118050.46,114747.7,114051.85,24584.03,,
9570,59757.45,35302.7,33909.94,31775.43,34500.28,26983.57,136331.03,141061.91,114198.18,116312.61,119708.23,118121.85,114805.46,114115.8,24607.87,,
9571,59828.87,35345.95,33948.72,31804.27,34528.94,27003.06,136437.94,141127.07,114257.99,116378.25,119764.01,118189.53,114874.32,114172.34,24633.44,,
9572,59903.08,35384.43,33985.66,31835.24,34564.61,27024.82,136556.88,141190.51,114314.77,116450.8,119832.77,118260.66,114952.84,114230.39,24656.01,,
9573,59986.58,35426.99,34020.41,31868.52,34599.43,27049.67,136677.61,141249.49,114375.26,116508.37,119894.15,118329.37,115012.38,114296.71,24681.43,,
9574,60069.65,35464.71,34056.6,31895.54,34631.35,27071.44,136799.4,141314.11,114427.31,116579.3,119962.51,118402.77,115075.07,114354.12,24704.62,,
9575,60147.17,35503.48,34089.39,31927.08,34660.59,27093.07,136908.99,141391.21,114487.48,116636.12,120018.84,118470.09,115140.94,114405.48,24732.19,,
9576,60226.82,35540.49,34125.42,31958.59,34695.49,27120.27,137009.67,141454.19,114547.8,116702.1,120083.73,118545.2,115209.75,114463.58,24753.51,,
9577,60320.69,35578.83,34162.05,31993.63,34732.87,27145.02,137128.61,141524.9,114601.81,116773.4,120145.82,118619.05,115280.88,114527.75,24778.5,,
9578,60405.17,35618.8,34192.78,32019.65,34765.63,27168.65,137227.42,141588.25,114663.14,116832.07,120205.77,118681.25,115343.69,114583.16,24802.88,,
9579,60470.4,35658.1,34229.23,32049.38,34795.08,27189.38,137350.6,141653.01,114716.56,116911.69,120269.42,118765.11,115413.27,114641.79,24822.96,,
9580,60561.13,35694.24,34264.14,32084.69,34827.39,27215.9,137456.38,141730.27,114776.38,116985.56,120329.51,118832.55,115481.17,114702.66,24847.26,,
9581,60661.33,35731.02,34296.44,32116,34859.31,27240.9,137553.48,141795.06,114840.85,117043.05,120396.98,118914.35,115549.64,114761.23,24870.44,,
9582,60753.21,35766.54,34331.82,32153.74,34893.55,27263.55,137707.78,141864.59,114892.72,117110.31,120461.54,118983.03,115618.04,114820.28,24894.54,,
9583,60843.16,35802.5,34365.76,32185.33,34931.17,27289.16,137803.51,141934.09,114947.32,117175.68,120526.1,119051.03,115685.04,114873.84,24914.96,,
9584,60946.01,35839.05,34400.02,32218.44,34967.35,27312.29,137919.89,141998.52,115003.86,117245.01,120588.05,119122,115750.79,114937.46,24940.06,,
9585,61025.86,35876.22,34427.26,32241.75,35001.13,27337.97,138023.32,142063.65,115069.75,117313.71,120650.04,119190.99,115830.14,114992.53,24967.17,,
9586,61118.41,35920.82,34458.09,32271.05,35035.3,27358.61,138154.33,142131.12,115127.62,117386.92,120706.94,119288.45,115894.37,115049.49,24991.35,,
9587,61206.04,35960.77,34488.02,32298.69,35066.79,27382.97,138253.92,142208.26,115186.75,117450.37,120772.57,119364.74,115968.59,115107.83,25017.33,,
9588,61289.2,35999.82,34523.96,32327.72,35101.84,27405.65,138373.35,142273.89,115240.99,117510.85,120833.83,119461.77,116037.51,115167.53,25040.52,,
9589,61365.11,36045.35,34561.46,32351.57,35135.95,27430.81,138476.57,142336.22,115299.83,117582.74,120898.73,119533.07,116105.01,115225.98,25065.3,,
9590,61466.65,36086.83,34601.19,32382.2,35168.37,27456.82,138602.18,142406.07,115352.75,117644.02,120961.19,119608.18,116187.75,115290.3,25085.9,,
9591,61547.25,36124.19,34638.62,32409.34,35207.63,27480.82,138722.13,142479.38,115408.75,117702.45,121022.41,119679.73,116247.98,115345.67,25106.92,,
9592,61627.14,36164.59,34674.85,32442.46,35240.44,27504.3,138823.59,142539.93,115468.77,117766.88,121078.94,119754.68,116321.64,115409.87,25131.03,,
9593,61730.69,36205.29,34707.74,32470.64,35275.14,27527.02,138937.57,142602.4,115527.43,117838.22,121144.13,119842.85,116400.94,115472.15,25154.14,,
9594,61820.41,36247.34,34736.76,32501.93,35308.15,27555.86,139045.6,142671.91,115586.96,117901.51,121205.33,119906.81,116470.28,115530.66,25175.6,,
9595,61912.12,36285.55,34769.24,32538.7,35341.94,27582.83,139153.57,142738.36,115643,117970.86,121265.93,119974.3,116540.01,115592.65,25200.56,,
9596,61997.69,36328.9,34807.69,32573.76,35377.7,27605.19,139264.76,142809.55,115697.94,118037.83,121329.7,120050.78,116610.9,115649.23,25225.81,,
9597,62091.9,36372.4,34843.51,32607.79,35410.29,27632.5,139384.13,142877.36,115756.61,118098.36,121394.23,120123.49,116673.99,115703.2,25250.11,,
9598,62170.93,36410.64,34878.81,32638.67,35444.22,27655.96,139503.34,142947.94,115812.73,118169.01,121461.97,120187.32,116748.29,115763.36,25278.11,,
9599,62262.2,36455.19,34909.53,32671.98,35478.83,27682.26,139619.15,143010.57,115871.02,118235.92,121520.28,120259.1,116806.32,115819.78,25301.28,,
9600,62344.65,36496.93,34942.57,32708.77,35511.68,27709.9,139745.95,143075.92,115931.99,118301.39,121588.04,120334.24,116885.55,115881.3,25327.56,,
9601,62430.95,36537.63,34976.49,32737.13,35546.71,27733.83,139864.3,143140.21,115989.43,118375.12,121650.98,120407.85,116952.95,115942.09,25353.29,,
9602,62529.61,36576.43,35010.23,32768.73,35588.65,27759.75,139981.32,143205.4,116054.56,118446.42,121708.91,120480.75,117017.29,116011.1,25374.94,,
9603,62624.19,36619.23,35048.78,32799.78,35628.85,27789.79,140096.02,143271.84,116116.29,118518.67,121770.64,120553.99,117086.28,116068.66,25396.27,,
9604,62712.59,36669.09,35085.2,32831.91,35668.66,27820.81,140217.77,143347.08,116174.69,118586.65,121834.49,120634.29,117146.37,116126.24,25419.15,,
9605,62792.05,36707.45,35118.53,32860.8,35702.75,27847.23,140334.08,143419.68,116238.73,118667.4,121897.15,120708.34,117210.36,116189.39,25443.9,,
9606,62891.07,36747.07,35156.04,32888.2,35737.77,27876.24,140456.51,143496.13,116296.22,118730.17,121964.66,120774.16,117279.14,116247.68,25467.89,,
9607,62985.68,36797.93,35199.52,32919.44,35766.64,27902.08,140585,143566.7,116354.39,118801.42,122029.43,120867.85,117354.77,116308.4,25495.48,,
9608,63077.59,36846.01,35232.97,32959.06,35804.75,27925.3,140702.68,143640.9,116413.96,118875.73,122091.88,120937.42,117434.99,116367.39,25522.3,,
9609,63195.02,36889.34,35265.08,32995.39,35838.25,27955.26,140823.46,143705.67,116469.48,118943.5,122155.71,121010.11,117489.07,116427.6,25548.82,,
9610,63294.14,36930.97,35305.41,33032.17,35872.42,27981.33,140959.79,143782.48,116531.32,119014.55,122220.49,121089.87,117558.96,116489.19,25572.83,,
9611,63383.97,36963.15,35340.85,33062.79,35906.91,28010.18,141075.49,143852.03,116590.57,119082.77,122289.32,121165.47,117622.18,116553.24,25598.86,,
9612,63484.7,37002.64,35377.2,33099.93,35941.91,28036.84,141180.59,143923.69,116647.7,119152.42,122349.78,121243.55,117688.7,116614.62,25625.07,,
9613,63583.15,37043.33,35411.11,33135.87,35975.63,28065.26,141310.31,143988.15,116703.91,119216.87,122416.7,121317.62,117752.35,116675.21,25654.68,,
9614,63679.68,37085.77,35443.92,33165.03,36012,28089.5,141415.82,144057.35,116759.19,119291.13,122480.72,121392.72,117816.13,116737.38,25674.73,,
9615,63782.12,37122.3,35476.31,33200.39,36052.48,28115.21,141525.13,144128.37,116816.64,119347.71,122552.85,121467.21,117890.32,116802.31,25701.93,,
9616,63866.54,37169.65,35505.63,33232.77,36094.13,28138.37,141628.86,144195.97,116875.05,119412.16,122620.32,121549.17,117958.49,116862.4,25726.46,,
9617,63944.22,37217.13,35541.66,33264.39,36134.05,28165.3,141780.38,144272.12,116930.67,119484.35,122688.52,121620.35,118047.78,116925.42,25753.01,,
9618,64020.4,37263.08,35579.14,33305.56,36161.87,28195.89,141891.97,144342.78,116994.03,119546.53,122745.51,121699.06,118108.18,116980.93,25775.04,,
9619,64132.14,37303.24,35620.36,33346.02,36198.05,28221.82,142003.74,144417.73,117050.75,119620.34,122815.73,121791.4,118180.92,117040.63,25799.4,,
9620,64223.16,37347.72,35659.34,33377.24,36233.24,28250.86,142120.31,144493.21,117112.03,119696.23,122880.55,121879.3,118254.94,117106.14,25828.46,,
9621,64302.91,37396.21,35694.12,33411.79,36275.76,28275.49,142223.08,144561.55,117170.03,119765.89,122953,121944.17,118325.45,117170.02,25855.32,,
9622,64401.11,37432.02,35731.24,33448.9,36310.69,28297.69,142361.77,144634.34,117238.68,119834.24,123015.93,122031.68,118386.48,117230.46,25883.64,,
9623,64498.92,37479.23,35762.47,33482.95,36348.34,28324.56,142479.93,144705.68,117295.69,119898.81,123091.9,122098.27,118465.06,117286.35,25910.99,,
9624,64598.77,37520.57,35797.54,33514.76,36391.45,28355.99,142613.54,144764.75,117353.62,119978.18,123160.66,122176.77,118529.25,117355.99,25934.89,,
9625,64690.82,37566.87,35836.6,33547.42,36428.73,28384.64,142737.46,144838.1,117409.66,120040.82,123231.27,122244.62,118598.82,117420.85,25958.79,,
9626,64801.64,37614.53,35874.5,33581.72,36470.47,28411.51,142875.46,144906.21,117466.41,120108.5,123302.28,122324.27,118663.72,117486.36,25986.42,,
9627,64924.88,37659.9,35912.45,33613.97,36505.4,28436.29,142996.18,144976.14,117530.63,120179.88,123366.73,122405.61,118744.79,117543.01,26013.07,,
9628,65009.8,37702.72,35943.11,33644.48,36535.97,28462.53,143129.42,145050.13,117587.4,120243.01,123435.33,122489.51,118808.5,117607.55,26041.63,,
9629,65105.59,37744.6,35976.92,33683.16,36579.54,28488.4,143250.55,145128.31,117643.67,120310.89,123502.77,122560.65,118872.18,117671.34,26067.24,,
9630,65206.97,37790.28,36008.55,33724.23,36613.41,28516.93,143376.08,145197.57,117704.89,120385.33,123561.82,122647.68,118945.14,117736.67,26091.82,,
9631,65313.92,37839.24,36048.49,33764.06,36655.86,28540.51,143515.58,145273.88,117768.15,120447.04,123627.17,122746.72,119024.63,117794.19,26118.51,,
9632,65407.96,37879.31,36087.52,33798.01,36694.62,28567.52,143641,145340.89,117835.87,120509.72,123693.58,122832.99,119105.75,117857.91,26143.75,,
9633,65518.69,37928.35,36121.55,33829.32,36733.81,28594.26,143760.59,145418.67,117894.08,120589.5,123758.58,122913.68,119184.29,117918.03,26172.66,,
9634,65621.82,37974.14,36165.08,33863.12,36773.99,28618.18,143906.93,145489.23,117951.65,120651.37,123826.72,122984.75,119255.72,117978.75,26202.43,,
9635,65738.53,38014.97,36198.51,33902.67,36810.96,28644.61,144040.2,145571.35,118014.25,120725.91,123894.68,123076.96,119328.2,118033.75,26229.47,,
9636,65835.81,38057.09,36240.88,33938.35,36852.68,28672.71,144141.71,145650.39,118073.97,120791.95,123957.35,123147.91,119395.02,118095.41,26253.93,,
9637,65920.8,38096.66,36278.13,33973.89,36890.69,28701.92,144291.82,145720.5,118136.09,120865.14,124033.34,123233.26,119468.44,118159.06,26280.75,,
9638,66007.17,38148.76,36310.7,34015.68,36929.51,28730.93,144399.2,145792.8,118194.76,120946.14,124115.99,123324.17,119546.78,118222.34,26307.16,,
9639,66107.32,38192.35,36351.71,34051.68,36970.06,28762.34,144545.27,145869.72,118255.71,121022.61,124182.69,123388.67,119617.88,118284.62,26336.05,,
9640,66199.94,38237.89,36394.78,34079.04,37004.53,28790.15,144687.21,145937.78,118316.9,121086.67,124249.91,123471.3,119682.57,118349.34,26364.27,,
9641,66295.38,38282.72,36434.68,34112.78,37041.72,28820.2,144804.24,146012.26,118384.53,121165.3,124311.98,123551.4,119770.33,118412.6,26386.62,,
9642,66430.16,38333.63,36475.37,34148.95,37083.26,28847.69,144949.87,146079.96,118441.35,121232.06,124381.47,123623.77,119843,118473.65,26415.72,,
9643,66546.49,38385.2,36513.83,34185.89,37128.96,28877.41,145078.79,146159.11,118503.38,121316.47,124443.58,123708.85,119916.11,118534.16,26444.18,,
9644,66655.36,38438.12,36553.48,34226.73,37165.84,28903.23,145204.58,146234,118569.26,121394.72,124519.11,123800.91,119997.25,118598,26472.62,,
9645,66758.47,38490.57,36602.11,34258.76,37207.45,28934.35,145330.71,146310.95,118628.63,121460.35,124582.76,123881.99,120076.78,118655.94,26501.57,,
9646,66854.95,38540.59,36635.07,34294.11,37253.41,28963.37,145444.01,146392.39,118693.39,121540.68,124657.4,123952.88,120149.86,118725.42,26532.42,,
9647,66954.1,38594.61,36671.3,34332.34,37292.67,28994.22,145576.2,146458.31,118755.86,121609.64,124728.35,124033.01,120229.58,118787.57,26564.8,,
